entity,base_mean_yes_margin,base_stem0
Nonschematic,-23.375,-23.375
Exhauster,-23.25,-23.25
Peltifolious,-23.25,-23.25
Bayamo,-23.0,-23.0
Palaestric,-23.25,-23.25
Devote,-23.0,-23.0
Trifarious,-23.125,-23.125
Vermetid,-23.0,-23.0
Goofballs,-23.5,-23.5
Phalerate,-23.375,-23.375
Angiosclerosis,-23.375,-23.375
Reticuloramose,-23.25,-23.25
Desaurine,-23.125,-23.125
Prewelcome,-23.875,-23.875
Priestesses,-22.625,-22.625
Fishworker,-23.375,-23.375
Emblazers,-22.875,-22.875
Barrulee,-22.875,-22.875
Polygon,-23.375,-23.375
Ophthalmolith,-22.875,-22.875
Antefurcae,-23.25,-23.25
Paratonnerre,-23.0,-23.0
Chayma,-23.25,-23.25
Yangtze,-23.0,-23.0
Unassiduous,-23.5,-23.5
Freewill,-23.125,-23.125
Coplot,-23.625,-23.625
Positival,-23.125,-23.125
Methylsulfanol,-23.0,-23.0
Drifts,-22.875,-22.875
Needlecord,-23.375,-23.375
Terroristic,-22.875,-22.875
Babies,-22.5,-22.5
Mandibles,-22.5,-22.5
Dinornithes,-23.25,-23.25
Betorcinol,-23.125,-23.125
Eyewort,-23.125,-23.125
Bitumen,-23.375,-23.375
Chorizos,-23.375,-23.375
Rhymes,-22.75,-22.75
Pickwick,-22.625,-22.625
Literal,-23.25,-23.25
Minvend,-23.5,-23.5
Outsmarts,-23.5,-23.5
Roseolas,-22.125,-22.125
Tuguria,-23.5,-23.5
Tractory,-23.5,-23.5
Orobanchaceous,-23.25,-23.25
Leucoxene,-22.875,-22.875
Nonpenitent,-23.25,-23.25
Beheads,-23.5,-23.5
Unmelodic,-23.375,-23.375
Gasogenes,-23.5,-23.5
Wailers,-23.5,-23.5
Electroviscous,-23.375,-23.375
Fluoaluminic,-22.75,-22.75
Arecolin,-23.25,-23.25
Umpirages,-22.875,-22.875
Postabdominal,-23.375,-23.375
Metaphoric,-23.25,-23.25
Swinish,-22.875,-22.875
Adelite,-23.25,-23.25
Valgoid,-23.125,-23.125
Oatcake,-22.875,-22.875
Phyllopteryx,-22.375,-22.375
Whirlbat,-22.625,-22.625
Plumrock,-22.75,-22.75
Bander,-23.375,-23.375
Pagehood,-23.125,-23.125
Lyretail,-23.375,-23.375
Nabcheat,-22.875,-22.875
Pawnbrokerage,-23.125,-23.125
Cruzadoes,-23.25,-23.25
Aurang,-23.0,-23.0
Insidious,-22.75,-22.75
Stretchers,-23.0,-23.0
Seenil,-22.75,-22.75
Paracresol,-23.375,-23.375
Descendant,-22.875,-22.875
Megalornis,-22.875,-22.875
Clapcake,-22.375,-22.375
Washbrew,-22.75,-22.75
Bishopbird,-22.75,-22.75
Fickle,-23.5,-23.5
Poecilitic,-23.875,-23.875
Gnomesque,-23.125,-23.125
Yankeefy,-23.125,-23.125
Underdraw,-23.125,-23.125
Multiracial,-23.125,-23.125
Hydropsy,-23.0,-23.0
Urethroplastic,-23.0,-23.0
Verglases,-23.25,-23.25
Oustiti,-23.125,-23.125
Hookmaker,-23.375,-23.375
Anomaloscope,-23.125,-23.125
Tindery,-23.0,-23.0
Duenesses,-22.875,-22.875
Misfields,-23.25,-23.25
Pimplinae,-23.375,-23.375
Stellas,-22.875,-22.875
Pogonias,-23.375,-23.375
Sulcatorimose,-23.125,-23.125
Rediminish,-22.875,-22.875
Lactotoxin,-23.125,-23.125
Aneurysms,-22.625,-22.625
Redistribute,-23.5,-23.5
Tieless,-23.125,-23.125
Rigoristic,-23.125,-23.125
Woodlands,-22.875,-22.875
Nacionalista,-23.25,-23.25
Saccos,-23.0,-23.0
Parosteal,-23.125,-23.125
Swordsmen,-23.125,-23.125
Jungli,-23.375,-23.375
Accerse,-23.375,-23.375
Counterpotency,-23.625,-23.625
Untack,-23.375,-23.375
Chinaroot,-23.5,-23.5
Junipers,-23.25,-23.25
Muscovites,-23.875,-23.875
Glowbird,-22.875,-22.875
Antiprimer,-23.75,-23.75
Outsmiles,-23.125,-23.125
Javelin,-23.25,-23.25
Diaskeuasis,-23.125,-23.125
Coconucan,-23.25,-23.25
Rubles,-22.75,-22.75
Bullan,-23.25,-23.25
Carpals,-23.0,-23.0
Extortive,-23.75,-23.75
Chikara,-23.0,-23.0
Ascorbate,-23.125,-23.125
Uranolite,-22.75,-22.75
Scroinoch,-22.875,-22.875
Chirimoyer,-23.25,-23.25
Shrimpiest,-23.25,-23.25
Sundays,-23.25,-23.25
Epizooties,-23.125,-23.125
Esthematology,-23.0,-23.0
Potichomanist,-23.375,-23.375
Ophidian,-22.875,-22.875
Uncomic,-23.5,-23.5
Herbal,-22.5,-22.5
Abkary,-23.5,-23.5
Concoctions,-23.125,-23.125
Keelman,-22.875,-22.875
Americanistic,-23.0,-23.0
Novice,-23.0,-23.0
Pseudocoele,-23.125,-23.125
Francophilism,-24.125,-24.125
Chloranthy,-22.875,-22.875
Meconioid,-22.875,-22.875
Papalise,-23.625,-23.625
Multimodal,-23.25,-23.25
Yelpers,-22.5,-22.5
Biopsy,-23.5,-23.5
Ceennacuelum,-23.0,-23.0
Nonperverse,-23.5,-23.5
Limnoplankton,-21.875,-21.875
Punkies,-23.0,-23.0
Scabwort,-22.625,-22.625
Molimen,-23.25,-23.25
Stuggy,-23.125,-23.125
Indaconitin,-23.625,-23.625
Idolise,-23.5,-23.5
Assignor,-23.625,-23.625
Forces,-23.25,-23.25
Conserves,-23.125,-23.125
Valerianate,-23.375,-23.375
Bastinadoes,-23.5,-23.5
Chummies,-23.0,-23.0
Nutbreaker,-23.25,-23.25
Cinchonology,-23.125,-23.125
Mackle,-23.25,-23.25
Touchmark,-22.625,-22.625
Ghetti,-23.0,-23.0
Fragmentizer,-23.375,-23.375
Flummydiddle,-22.75,-22.75
Obelism,-23.625,-23.625
Odorizes,-23.0,-23.0
Inviters,-23.5,-23.5
Vulpes,-23.25,-23.25
Essency,-23.125,-23.125
Sialagogic,-23.25,-23.25
Reeden,-23.125,-23.125
Banger,-23.375,-23.375
Outers,-23.125,-23.125
Predistress,-23.625,-23.625
Nonentityism,-23.25,-23.25
Causticiser,-23.375,-23.375
Tagliatelle,-23.125,-23.125
Zoetropic,-23.25,-23.25
Remedium,-23.125,-23.125
Metempsychosic,-23.25,-23.25
Gammers,-22.75,-22.75
Calvinistical,-22.75,-22.75
Principiant,-23.0,-23.0
Reinvigorate,-23.5,-23.5
Fitchee,-23.25,-23.25
Heavenward,-23.25,-23.25
Swattle,-22.875,-22.875
Emperorship,-23.375,-23.375
Expender,-23.625,-23.625
Refacilitate,-23.375,-23.375
Whipcrack,-23.375,-23.375
Ascenseur,-23.25,-23.25
Tuitions,-23.125,-23.125
Prudish,-23.625,-23.625
Farfetch,-22.75,-22.75
Balanites,-23.25,-23.25
Roughs,-22.875,-22.875
Envenoms,-23.25,-23.25
Proconsuls,-23.125,-23.125
Kinestheses,-23.125,-23.125
Octect,-23.5,-23.5
Herein,-22.75,-22.75
Bathysophic,-22.625,-22.625
Alfaki,-23.25,-23.25
Apertum,-23.25,-23.25
Paughty,-23.25,-23.25
Aecidial,-22.875,-22.875
Reedlike,-23.25,-23.25
Tabatiere,-22.75,-22.75
Bonity,-23.125,-23.125
Conveyances,-23.5,-23.5
Supervisual,-23.625,-23.625
Odalisk,-23.0,-23.0
Brouille,-23.375,-23.375
Paleentomology,-22.875,-22.875
Plainish,-22.875,-22.875
Osteopathic,-22.75,-22.75
Arteriorrhaphy,-23.25,-23.25
Parisia,-22.75,-22.75
Minutiose,-23.375,-23.375
Talishi,-23.125,-23.125
Baronry,-22.75,-22.75
Chiasmodon,-23.0,-23.0
Scrunch,-23.5,-23.5
Mayflies,-22.875,-22.875
Strychnin,-23.25,-23.25
Psittacidae,-22.5,-22.5
Otuquian,-23.0,-23.0
Preconspire,-23.75,-23.75
Volery,-23.5,-23.5
Geothlypis,-23.125,-23.125
Anelasticity,-23.875,-23.875
Swellheads,-23.125,-23.125
Caphtorim,-23.125,-23.125
Crescendo,-22.875,-22.875
Lutemaker,-23.375,-23.375
Tatsman,-23.375,-23.375
Ensilages,-23.25,-23.25
Lochiocolpos,-22.625,-22.625
Nihilisms,-23.25,-23.25
Araucarioxylon,-22.5,-22.5
Guillemot,-23.375,-23.375
Spindler,-23.25,-23.25
Zephyrian,-22.25,-22.25
Dornock,-23.0,-23.0
Vediovis,-23.0,-23.0
Puntist,-23.625,-23.625
Ogygian,-23.375,-23.375
Womanhouse,-22.875,-22.875
Payong,-23.125,-23.125
Fabulist,-23.0,-23.0
Annalia,-22.75,-22.75
Forcipressure,-23.5,-23.5
Lacerta,-22.75,-22.75
Overwet,-23.625,-23.625
Griffinesque,-23.0,-23.0
Groovers,-22.75,-22.75
Belgrade,-23.5,-23.5
Ganglionitis,-23.375,-23.375
Ratitae,-23.0,-23.0
Cevian,-23.125,-23.125
Telfairia,-22.5,-22.5
Codebooks,-23.375,-23.375
Woodsiest,-23.125,-23.125
Clubster,-22.875,-22.875
Handspec,-23.125,-23.125
Misexpression,-23.625,-23.625
Archetypist,-23.125,-23.125
Egalites,-23.125,-23.125
Sesquipedal,-23.0,-23.0
Dacryopyorrhea,-22.5,-22.5
Loudspeakers,-23.375,-23.375
Multispicular,-23.375,-23.375
Pinochles,-22.5,-22.5
Cribral,-23.5,-23.5
Nondictatorial,-23.5,-23.5
Tarnishproof,-23.125,-23.125
Racemocarbonic,-23.25,-23.25
Conjugations,-23.75,-23.75
Unluxuriant,-23.125,-23.125
Astrospectral,-22.75,-22.75
Wheelbase,-23.25,-23.25
Archhost,-23.0,-23.0
Eikones,-23.375,-23.375
Meroplanktonic,-22.875,-22.875
Congeneric,-23.625,-23.625
Palestinian,-23.0,-23.0
Sapbush,-23.125,-23.125
Thegnhood,-23.625,-23.625
Macchia,-23.375,-23.375
Diacritic,-23.25,-23.25
Pharmacologia,-23.0,-23.0
Unflintify,-23.25,-23.25
Isobase,-23.625,-23.625
Bulreedy,-23.125,-23.125
Anagogic,-23.125,-23.125
Vermonters,-22.75,-22.75
Idolisers,-23.625,-23.625
Intortus,-23.625,-23.625
Sendal,-23.25,-23.25
Doorkeep,-22.625,-22.625
Underzealot,-23.25,-23.25
Reexpel,-23.5,-23.5
Halenia,-22.75,-22.75
Nazerini,-23.0,-23.0
Lifeful,-23.25,-23.25
Ontogenic,-23.0,-23.0
Semiwarfare,-23.0,-23.0
Feigns,-23.375,-23.375
Gauric,-23.125,-23.125
Jailor,-23.5,-23.5
Outfawn,-23.25,-23.25
Ibidem,-22.75,-22.75
Plagium,-23.5,-23.5
Electrotonize,-23.25,-23.25
Chameleonic,-23.75,-23.75
Cystoptosis,-22.875,-22.875
Tutrice,-22.875,-22.875
Lipaciduria,-23.375,-23.375
Phalangida,-23.625,-23.625
Agronomists,-23.25,-23.25
Embosom,-23.125,-23.125
Sublong,-23.5,-23.5
Semimaturity,-23.375,-23.375
Laundryman,-22.75,-22.75
Spanemic,-23.25,-23.25
Munandi,-22.875,-22.875
Mournival,-23.375,-23.375
Bractlet,-23.125,-23.125
Pillas,-23.375,-23.375
Dorsonasal,-22.875,-22.875
Spirogyra,-22.5,-22.5
Shippage,-23.0,-23.0
Inninmorite,-22.5,-22.5
French,-23.0,-23.0
Dumbcow,-23.0,-23.0
Outromance,-23.625,-23.625
Croset,-23.0,-23.0
Intrastate,-23.5,-23.5
Postorder,-23.625,-23.625
Buphaga,-23.5,-23.5
Epipany,-23.25,-23.25
Unwonder,-23.125,-23.125
Larithmic,-23.25,-23.25
Paronymize,-23.75,-23.75
Epitrope,-23.25,-23.25
Intoxicant,-22.75,-22.75
Shavian,-23.125,-23.125
Hemostats,-22.625,-22.625
Ampelotherapy,-23.0,-23.0
Reevaluates,-23.25,-23.25
Protodonate,-23.125,-23.125
Hagiologist,-23.625,-23.625
Recordance,-23.125,-23.125
Cymenes,-22.875,-22.875
Disorderer,-23.25,-23.25
Dockyardman,-23.5,-23.5
Rebbes,-23.375,-23.375
Schemati,-23.375,-23.375
Knockless,-23.125,-23.125
Weinschenkite,-23.25,-23.25
Exporter,-23.75,-23.75
Tachyglossate,-22.875,-22.875
Fideisms,-23.625,-23.625
Febricula,-23.125,-23.125
Divident,-23.5,-23.5
Maquahuitl,-23.0,-23.0
Myoblast,-23.375,-23.375
Shrinker,-23.125,-23.125
Evenlong,-23.0,-23.0
Robands,-22.75,-22.75
Jeanne,-22.5,-22.5
Fourchet,-23.25,-23.25
Yankton,-23.125,-23.125
Sweetheart,-22.625,-22.625
Homeogenic,-23.25,-23.25
Bandmasters,-23.25,-23.25
Shandyism,-23.5,-23.5
Clambake,-22.75,-22.75
Output,-23.375,-23.375
Unesthetic,-23.25,-23.25
Unactual,-23.625,-23.625
Aragonian,-23.375,-23.375
Sulfarseniuret,-23.125,-23.125
Palliums,-23.0,-23.0
Exposits,-23.0,-23.0
Sympatholytic,-23.25,-23.25
Scalpture,-22.875,-22.875
Fussers,-23.25,-23.25
Vainglory,-22.75,-22.75
Witherband,-23.0,-23.0
Yeomen,-23.375,-23.375
Archicyte,-23.375,-23.375
Ridottos,-23.125,-23.125
Knicker,-23.5,-23.5
Skewers,-22.5,-22.5
Euphemy,-23.25,-23.25
Buckbush,-22.75,-22.75
Communalistic,-23.375,-23.375
Galliass,-22.875,-22.875
Religion,-23.625,-23.625
Predate,-23.5,-23.5
Spitefuller,-23.375,-23.375
Phragmocone,-23.25,-23.25
Moineau,-23.0,-23.0
Esculents,-22.875,-22.875
Pulmotracheal,-22.625,-22.625
Atomizers,-23.375,-23.375
Destrer,-23.75,-23.75
Blinder,-23.5,-23.5
Misrecite,-23.625,-23.625
Snoutless,-22.75,-22.75
Tolsey,-23.125,-23.125
Borehole,-23.125,-23.125
Pentasepalous,-23.125,-23.125
Leprine,-23.25,-23.25
Handicraft,-23.375,-23.375
Cannonball,-23.25,-23.25
Mythologists,-23.25,-23.25
Popular,-23.5,-23.5
Hindmost,-23.125,-23.125
Russians,-23.875,-23.875
Firkin,-23.25,-23.25
Unthirsty,-22.875,-22.875
Overequip,-23.25,-23.25
Unnaturality,-23.75,-23.75
Arizonan,-23.0,-23.0
Kenafs,-23.0,-23.0
Ergodic,-23.25,-23.25
Scolex,-23.25,-23.25
Valeric,-23.125,-23.125
Describer,-23.5,-23.5
Taskmasters,-23.0,-23.0
Beneficient,-23.375,-23.375
Mentis,-23.0,-23.0
Demogenic,-23.625,-23.625
Flauto,-23.0,-23.0
Heterocercal,-22.75,-22.75
Cancroid,-23.375,-23.375
Ethnobotanic,-23.125,-23.125
Bewearies,-22.625,-22.625
Manners,-23.125,-23.125
Canvaslike,-22.75,-22.75
Unmercantile,-23.375,-23.375
Canonry,-23.125,-23.125
Outranges,-22.875,-22.875
Propenoic,-23.5,-23.5
Susurr,-23.125,-23.125
Cholonan,-23.25,-23.25
Barracan,-23.375,-23.375
Closings,-23.75,-23.75
Coadjutress,-23.375,-23.375
Refloor,-22.875,-22.875
Unnamability,-23.625,-23.625
Pilikai,-23.0,-23.0
Gmelinite,-23.125,-23.125
Glucosidase,-22.875,-22.875
Unfenestral,-23.375,-23.375
Buttonholder,-23.625,-23.625
Midmain,-23.25,-23.25
Dewbeam,-22.5,-22.5
Nonassault,-23.125,-23.125
Buttstrap,-23.25,-23.25
Proclaims,-22.875,-22.875
Chauliodes,-23.125,-23.125
Dragonhead,-23.25,-23.25
Aesthetician,-23.125,-23.125
Polycentral,-23.125,-23.125
Wallman,-23.75,-23.75
Truepenny,-22.875,-22.875
Purpuraceous,-23.5,-23.5
Overexaggerate,-23.25,-23.25
Ovocyte,-23.125,-23.125
Seminomata,-23.375,-23.375
Nailshop,-23.125,-23.125
Khalal,-23.25,-23.25
Minuthesis,-23.5,-23.5
Lentos,-23.125,-23.125
Azoxime,-23.125,-23.125
Fotmal,-23.0,-23.0
Unsullen,-22.875,-22.875
Interdigitate,-23.375,-23.375
Ectosome,-23.125,-23.125
Downplay,-23.375,-23.375
Monoamid,-23.5,-23.5
Feoffer,-23.125,-23.125
Husker,-22.875,-22.875
Stadial,-22.875,-22.875
Unsplendid,-23.125,-23.125
Ijolite,-23.0,-23.0
Playtimes,-23.125,-23.125
Barbate,-22.875,-22.875
Subcheliform,-23.25,-23.25
Convenances,-23.375,-23.375
Filenames,-22.75,-22.75
Enrheum,-23.125,-23.125
Polypodiaceae,-22.5,-22.5
Scariole,-23.125,-23.125
Summitry,-22.75,-22.75
Hematocystis,-22.5,-22.5
Somnify,-23.0,-23.0
Exanguin,-23.375,-23.375
Barometry,-23.375,-23.375
Subrailway,-23.25,-23.25
Jackfishes,-22.875,-22.875
Brassbound,-22.875,-22.875
Precancerous,-23.0,-23.0
Zeuzeridae,-23.25,-23.25
Rewriters,-23.5,-23.5
Subparty,-23.75,-23.75
Spittleman,-23.0,-23.0
Bouffante,-22.875,-22.875
Donnert,-23.75,-23.75
Confectory,-23.125,-23.125
Rackway,-22.75,-22.75
Llanberisslate,-22.875,-22.875
Bicarbs,-23.125,-23.125
Midwife,-22.625,-22.625
Giusto,-23.0,-23.0
Murderous,-23.0,-23.0
Neologist,-23.625,-23.625
Snatchy,-23.375,-23.375
Syndromic,-23.5,-23.5
Hyaenodontoid,-22.75,-22.75
Neoneds,-23.125,-23.125
Magnesite,-23.125,-23.125
Brahmsian,-23.125,-23.125
Aplomb,-23.25,-23.25
Removal,-23.375,-23.375
Gunsel,-23.125,-23.125
Mediacies,-23.25,-23.25
Matilda,-22.625,-22.625
Antipodean,-23.375,-23.375
Hypochloruria,-23.25,-23.25
Tampalas,-23.25,-23.25
Couchers,-22.625,-22.625
Pharmacists,-23.125,-23.125
Boarts,-23.0,-23.0
Mesosigmoid,-23.25,-23.25
Spikehole,-23.125,-23.125
Anonyms,-23.375,-23.375
Cilicism,-24.125,-24.125
Whillaloo,-22.625,-22.625
Squeam,-23.375,-23.375
Erythrism,-22.75,-22.75
Cryptogamy,-23.25,-23.25
Simplexes,-23.25,-23.25
Underlight,-23.125,-23.125
Foraramina,-22.75,-22.75
Anattos,-23.25,-23.25
Hyperpyretic,-23.0,-23.0
Incubations,-23.0,-23.0
Nonfat,-22.5,-22.5
Heraclidan,-23.125,-23.125
Unbridles,-23.375,-23.375
Belecture,-23.625,-23.625
Mirexes,-23.0,-23.0
Unequality,-23.75,-23.75
Forspend,-23.0,-23.0
Edgeless,-23.125,-23.125
Hotelless,-22.625,-22.625
Paedomorphosis,-23.0,-23.0
Caldaria,-22.875,-22.875
Veduis,-23.0,-23.0
Rinaldo,-23.375,-23.375
Thiospira,-23.25,-23.25
Cyprian,-23.125,-23.125
Laryngoscopist,-22.875,-22.875
Chameleons,-23.125,-23.125
Trochiferous,-23.25,-23.25
Trestlewise,-22.875,-22.875
Hemoleucocytic,-22.75,-22.75
Leptilon,-23.125,-23.125
Polysiphonia,-23.25,-23.25
Sharky,-23.25,-23.25
Guildite,-23.25,-23.25
Gasmaker,-23.625,-23.625
Tallymen,-23.25,-23.25
Faience,-23.375,-23.375
Canarine,-22.5,-22.5
Persianize,-23.625,-23.625
Cardiant,-23.0,-23.0
Tetraspgia,-23.375,-23.375
Poictesme,-23.375,-23.375
Abundances,-23.375,-23.375
Accelerative,-23.5,-23.5
Bearcats,-22.75,-22.75
Infecter,-23.125,-23.125
Fictionalizes,-23.125,-23.125
Byroad,-23.0,-23.0
Cillosis,-22.75,-22.75
Geophysics,-23.25,-23.25
Keyboard,-23.375,-23.375
Enstar,-23.0,-23.0
Cosmic,-23.0,-23.0
Pterocletes,-23.5,-23.5
Innervates,-23.25,-23.25
Reichsmark,-22.625,-22.625
Overhasten,-23.25,-23.25
Caleches,-23.0,-23.0
Vacuome,-23.75,-23.75
Bibliopolical,-23.25,-23.25
Pokies,-22.25,-22.25
Pleach,-23.375,-23.375
Paraffiny,-23.25,-23.25
Diadelphian,-23.25,-23.25
Camaldolesian,-23.625,-23.625
Doublespeak,-23.5,-23.5
Saintess,-23.125,-23.125
Serpentinous,-22.875,-22.875
Topographer,-23.125,-23.125
Prostitutor,-23.375,-23.375
Clubwomen,-22.625,-22.625
Stromateidae,-23.125,-23.125
Strawberry,-23.125,-23.125
Neoformative,-23.625,-23.625
Candelilla,-23.0,-23.0
Hagger,-23.5,-23.5
Liquifies,-23.0,-23.0
Oxcheek,-23.25,-23.25
Newmarket,-23.125,-23.125
Disband,-23.375,-23.375
Podler,-23.25,-23.25
Stealthlike,-23.125,-23.125
Roadblocks,-22.75,-22.75
Gravelish,-23.25,-23.25
Nunneries,-22.75,-22.75
Adonidin,-23.125,-23.125
Doggoner,-23.25,-23.25
Preeliminator,-23.625,-23.625
Incenter,-23.5,-23.5
Granduncles,-23.125,-23.125
Violaters,-23.25,-23.25
Siphonoglyph,-23.125,-23.125
Postclassicism,-23.75,-23.75
Underpartner,-23.25,-23.25
Arthrorrhagia,-23.0,-23.0
Zygosporange,-22.875,-22.875
Cardigans,-22.875,-22.875
Cynegild,-23.0,-23.0
Pyxides,-23.125,-23.125
Curvital,-23.125,-23.125
Quadriquadric,-23.0,-23.0
Osmious,-23.375,-23.375
Repossesses,-23.375,-23.375
Thronedom,-23.375,-23.375
Cratsmanship,-23.5,-23.5
Machinations,-22.875,-22.875
Leadings,-23.0,-23.0
Lacers,-22.625,-22.625
Paraph,-22.875,-22.875
Variate,-23.125,-23.125
Flioma,-23.625,-23.625
Stairlike,-23.5,-23.5
Reverb,-23.125,-23.125
Insipidity,-23.625,-23.625
Acetonemia,-23.375,-23.375
Dikamali,-22.625,-22.625
Metanym,-23.25,-23.25
Germain,-23.25,-23.25
Geratologic,-22.5,-22.5
Hyphedonia,-23.5,-23.5
Lysogenesis,-23.25,-23.25
Anticalcimine,-23.125,-23.125
Locknuts,-23.25,-23.25
Congratulatory,-23.25,-23.25
Thrawartlike,-23.25,-23.25
Uniguttulate,-23.125,-23.125
Intuitions,-23.375,-23.375
Tutler,-22.875,-22.875
Kialee,-22.5,-22.5
Kinetophobia,-23.625,-23.625
Apothegm,-23.375,-23.375
Lapacho,-23.125,-23.125
Chemiphotic,-23.25,-23.25
Metantimonious,-23.5,-23.5
Coelacanthine,-22.625,-22.625
Odoriferant,-23.5,-23.5
Abscessroot,-23.125,-23.125
Reentrance,-23.625,-23.625
Invocative,-23.25,-23.25
Biciliate,-23.375,-23.375
Hydroponic,-23.125,-23.125
Approbate,-23.375,-23.375
Windowman,-23.25,-23.25
Unborne,-23.25,-23.25
Dingies,-23.375,-23.375
Profeminist,-23.375,-23.375
Mementos,-23.0,-23.0
Resoles,-23.125,-23.125
Pronghorns,-23.125,-23.125
Ghostland,-23.25,-23.25
Cynosures,-22.75,-22.75
Meathook,-22.75,-22.75
Clival,-23.125,-23.125
Simoon,-23.375,-23.375
Symbionts,-23.0,-23.0
Kaikara,-23.25,-23.25
Unghostlike,-23.5,-23.5
Supertension,-23.375,-23.375
Assistors,-23.125,-23.125
Vantageless,-23.25,-23.25
Gastraneuria,-23.375,-23.375
Paralogy,-23.375,-23.375
Choroti,-23.25,-23.25
Machiner,-23.125,-23.125
Feasance,-23.25,-23.25
Pitchstone,-23.0,-23.0
Pyrosomatidae,-23.5,-23.5
Cinemactic,-23.125,-23.125
Nettlefire,-22.75,-22.75
Enjoys,-23.625,-23.625
Horseboy,-22.75,-22.75
Bobbysoxers,-22.25,-22.25
Offenses,-23.625,-23.625
Footfalls,-22.625,-22.625
Tipstaff,-23.0,-23.0
Thioantimonate,-23.375,-23.375
Glossiest,-22.75,-22.75
Piniest,-23.375,-23.375
Dortour,-23.0,-23.0
Consular,-23.125,-23.125
Supertunic,-23.375,-23.375
Tressless,-23.0,-23.0
Orthoplasy,-23.25,-23.25
Ariegite,-23.375,-23.375
Croquignole,-22.875,-22.875
Balladism,-23.75,-23.75
Docents,-22.875,-22.875
Thurmus,-23.0,-23.0
Illusory,-22.75,-22.75
Petrinize,-23.25,-23.25
Otarioid,-23.0,-23.0
Petrinism,-23.75,-23.75
Backhouses,-23.5,-23.5
Decays,-23.125,-23.125
Azilian,-23.375,-23.375
Teaish,-22.875,-22.875
Omniformal,-23.25,-23.25
Xanthate,-23.125,-23.125
Ladlefuls,-23.25,-23.25
Orthomorphic,-23.375,-23.375
Moorburn,-22.875,-22.875
Stumblers,-22.75,-22.75
Unautumnal,-23.375,-23.375
Gorgoniaceous,-22.875,-22.875
Drawgate,-23.125,-23.125
Protometallic,-23.5,-23.5
Palaverer,-23.125,-23.125
Falsehoods,-23.0,-23.0
Requisitionist,-23.375,-23.375
Siriometer,-22.875,-22.875
Affronte,-23.125,-23.125
Dimagnesic,-23.5,-23.5
Nonsubstantive,-23.375,-23.375
Linstocks,-23.375,-23.375
Outsteal,-23.375,-23.375
Bizonia,-23.5,-23.5
Uncoop,-23.625,-23.625
Pteridosperm,-22.75,-22.75
Apophysitis,-23.25,-23.25
Habitant,-23.25,-23.25
Whippers,-23.375,-23.375
Kinglike,-23.25,-23.25
Tergeminate,-23.375,-23.375
Tapayaxin,-23.0,-23.0
Orisphere,-23.0,-23.0
Export,-23.25,-23.25
Riptides,-22.625,-22.625
Dirigo,-23.125,-23.125
Carpellum,-23.125,-23.125
Ilioischiatic,-22.875,-22.875
Entotrophi,-23.0,-23.0
Phaneromania,-23.375,-23.375
Meterage,-23.125,-23.125
Johannean,-23.0,-23.0
Braziletto,-23.375,-23.375
Wherewith,-23.25,-23.25
Hairlike,-23.0,-23.0
Intermodillion,-23.5,-23.5
Productile,-23.125,-23.125
Secretary,-23.0,-23.0
Revitalizer,-23.125,-23.125
Tarakihi,-22.75,-22.75
Nesosilicate,-23.0,-23.0
Otoplastic,-23.125,-23.125
Indochina,-23.25,-23.25
Blastogeny,-23.375,-23.375
Piccolo,-22.75,-22.75
Nontextual,-23.5,-23.5
Sclerogeni,-23.0,-23.0
Gypseian,-23.0,-23.0
Flotative,-23.5,-23.5
Oxhouse,-23.125,-23.125
Clamor,-23.5,-23.5
Foresummer,-23.375,-23.375
Bicephalous,-23.125,-23.125
Cadmopone,-23.25,-23.25
Conster,-23.625,-23.625
Piazine,-23.125,-23.125
Enamine,-23.0,-23.0
Relinquish,-23.5,-23.5
Splenium,-23.625,-23.625
Microfaunal,-22.875,-22.875
Cummer,-23.125,-23.125
Dispersion,-23.75,-23.75
Dissoluble,-23.75,-23.75
Untruths,-23.25,-23.25
Uricolysis,-23.375,-23.375
Patridge,-22.5,-22.5
Redias,-23.25,-23.25
Althaea,-22.625,-22.625
Sacroiliacs,-23.0,-23.0
Pitcherfuls,-22.75,-22.75
Reshoes,-23.125,-23.125
Creditive,-23.625,-23.625
Standby,-23.25,-23.25
Pinchers,-23.0,-23.0
Bailliage,-23.25,-23.25
Oesogi,-23.625,-23.625
Vilayet,-23.125,-23.125
Fluoridise,-23.125,-23.125
Unpersonal,-23.625,-23.625
Fellatrixes,-23.125,-23.125
Delicts,-23.0,-23.0
Cerographies,-23.0,-23.0
Ricciaceae,-23.375,-23.375
Cultuses,-23.375,-23.375
Asimen,-23.25,-23.25
Postpharyngal,-23.0,-23.0
Myophysics,-23.0,-23.0
Sarmentaceous,-22.875,-22.875
Flasket,-23.125,-23.125
Keratolysis,-23.25,-23.25
Supplicate,-23.875,-23.875
Cirrostratus,-23.0,-23.0
Isocratic,-23.25,-23.25
Formalazine,-23.0,-23.0
Plexiglas,-22.625,-22.625
Petrochemicals,-23.75,-23.75
Scrawlers,-22.875,-22.875
Epicoracoid,-22.75,-22.75
Incomplicate,-22.875,-22.875
Epsilon,-22.75,-22.75
Pigeon,-23.25,-23.25
Herbariiums,-23.25,-23.25
Noninjuries,-23.125,-23.125
Petralogy,-23.375,-23.375
Fascis,-23.0,-23.0
Recuses,-23.0,-23.0
Microcomputer,-23.25,-23.25
Stuboy,-23.25,-23.25
